band,setting_freq,setting_gain,setting_q,freq_hz,db
low_shelf,110,-24,0,299.91,-2.1964
low_shelf,110,-24,0,310.50,-1.9427
low_shelf,110,-24,0,321.47,-1.7159
low_shelf,110,-24,0,332.82,-1.5137
low_shelf,110,-24,0,344.57,-1.3342
low_shelf,110,-24,0,356.74,-1.1752
low_shelf,110,-24,0,369.34,-1.0346
low_shelf,110,-24,0,382.38,-0.9106
low_shelf,110,-24,0,395.88,-0.8014
low_shelf,110,-24,0,409.86,-0.7054
low_shelf,110,-24,0,424.34,-0.6210
low_shelf,110,-24,0,439.32,-0.5470
low_shelf,110,-24,0,454.83,-0.4820
low_shelf,110,-24,0,470.89,-0.4250
low_shelf,110,-24,0,487.52,-0.3750
low_shelf,110,-24,0,504.74,-0.3312
low_shelf,110,-24,0,522.56,-0.2927
low_shelf,110,-24,0,541.01,-0.2590
low_shelf,110,-24,0,560.12,-0.2294
low_shelf,110,-24,0,579.90,-0.2034
low_shelf,110,-24,0,600.38,-0.1805
low_shelf,110,-24,0,621.58,-0.1605
low_shelf,110,-24,0,643.53,-0.1428
low_shelf,110,-24,0,666.25,-0.1272
low_shelf,110,-24,0,689.78,-0.1134
low_shelf,110,-24,0,714.13,-0.1013
low_shelf,110,-24,0,739.35,-0.0906
low_shelf,110,-24,0,765.46,-0.0811
low_shelf,110,-24,0,792.49,-0.0728
low_shelf,110,-24,0,820.47,-0.0653
low_shelf,110,-24,0,849.45,-0.0587
low_shelf,110,-24,0,879.44,-0.0529
low_shelf,110,-24,0,910.50,-0.0477
low_shelf,110,-24,0,942.65,-0.0430
low_shelf,110,-24,0,975.94,-0.0389
low_shelf,110,-24,0,1010.40,-0.0352
low_shelf,110,-24,0,1046.08,-0.0319
low_shelf,110,-24,0,1083.02,-0.0289
low_shelf,110,-24,0,1121.26,-0.0263
low_shelf,110,-24,0,1160.86,-0.0239
low_shelf,110,-24,0,1201.85,-0.0217
low_shelf,110,-24,0,1244.29,-0.0198
low_shelf,110,-24,0,1288.23,-0.0181
low_shelf,110,-24,0,1333.72,-0.0165
low_shelf,110,-24,0,1380.82,-0.0151
low_shelf,110,-24,0,1429.58,-0.0138
low_shelf,110,-24,0,1480.06,-0.0127
low_shelf,110,-24,0,1532.32,-0.0116
low_shelf,110,-24,0,1586.43,-0.0107
low_shelf,110,-24,0,1642.45,-0.0098
low_shelf,110,-24,0,1700.45,-0.0090
low_shelf,110,-24,0,1760.50,-0.0083
low_shelf,110,-24,0,1822.67,-0.0076
low_shelf,110,-24,0,1887.03,-0.0070
low_shelf,110,-24,0,1953.66,-0.0065
low_shelf,110,-24,0,2022.65,-0.0060
low_shelf,110,-24,0,2094.08,-0.0055
low_shelf,110,-24,0,2168.02,-0.0051
low_shelf,110,-24,0,2244.58,-0.0047
low_shelf,110,-24,0,2323.84,-0.0044
low_shelf,110,-24,0,2405.90,-0.0040
low_shelf,110,-24,0,2490.86,-0.0037
low_shelf,110,-24,0,2578.82,-0.0035
low_shelf,110,-24,0,2669.88,-0.0032
low_shelf,110,-24,0,2764.16,-0.0030
low_shelf,110,-24,0,2861.77,-0.0028
low_shelf,110,-24,0,2962.83,-0.0026
low_shelf,110,-24,0,3067.45,-0.0024
low_shelf,110,-24,0,3175.77,-0.0022
low_shelf,110,-24,0,3287.91,-0.0020
low_shelf,110,-24,0,3404.02,-0.0019
low_shelf,110,-24,0,3524.22,-0.0018
low_shelf,110,-24,0,3648.67,-0.0016
low_shelf,110,-24,0,3777.51,-0.0015
low_shelf,110,-24,0,3910.91,-0.0014
low_shelf,110,-24,0,4049.01,-0.0013
low_shelf,110,-24,0,4191.99,-0.0012
low_shelf,110,-24,0,4340.02,-0.0011
low_shelf,110,-24,0,4493.28,-0.0011
low_shelf,110,-24,0,4651.94,-0.0010
low_shelf,110,-24,0,4816.21,-0.0009
low_shelf,110,-24,0,4986.29,-0.0009
low_shelf,110,-24,0,5162.36,-0.0008
low_shelf,110,-24,0,5344.66,-0.0007
low_shelf,110,-24,0,5533.39,-0.0007
low_shelf,110,-24,0,5728.79,-0.0006
low_shelf,110,-24,0,5931.08,-0.0006
low_shelf,110,-24,0,6140.52,-0.0006
low_shelf,110,-24,0,6357.36,-0.0005
low_shelf,110,-24,0,6581.85,-0.0005
low_shelf,110,-24,0,6814.27,-0.0005
low_shelf,110,-24,0,7054.90,-0.0004
low_shelf,110,-24,0,7304.03,-0.0004
low_shelf,110,-24,0,7561.95,-0.0004
low_shelf,110,-24,0,7828.98,-0.0003
low_shelf,110,-24,0,8105.44,-0.0003
low_shelf,110,-24,0,8391.66,-0.0003
low_shelf,110,-24,0,8687.99,-0.0003
low_shelf,110,-24,0,8994.78,-0.0003
low_shelf,110,-24,0,9312.41,-0.0002
low_shelf,110,-24,0,9641.25,-0.0002
low_shelf,110,-24,0,9981.71,-0.0002
low_shelf,110,-24,0,10334.18,-0.0002
low_shelf,110,-24,0,10699.11,-0.0002
low_shelf,110,-24,0,11076.92,-0.0002
low_shelf,110,-24,0,11468.07,-0.0002
low_shelf,110,-24,0,11873.03,-0.0001
low_shelf,110,-24,0,12292.30,-0.0001
low_shelf,110,-24,0,12726.37,-0.0001
low_shelf,110,-24,0,13175.76,-0.0001
low_shelf,110,-24,0,13641.03,-0.0001
low_shelf,110,-24,0,14122.73,-0.0001
low_shelf,110,-24,0,14621.43,-0.0001
low_shelf,110,-24,0,15137.75,-0.0001
low_shelf,110,-24,0,15672.30,-0.0001
low_shelf,110,-24,0,16225.72,-0.0001
low_shelf,110,-24,0,16798.69,-0.0001
low_shelf,110,-24,0,17391.89,-0.0001
low_shelf,110,-24,0,18006.04,-0.0001
low_shelf,110,-24,0,18641.88,-0.0001
low_shelf,110,-24,0,19300.16,-0.0001
low_shelf,110,-24,0,19981.70,-0.0001
low_shelf,110,-24,0,20687.30,-0.0000
low_shelf,110,-24,0,21417.81,-0.0000
low_shelf,110,-24,0,22174.13,-0.0000
low_shelf,110,-24,0,22957.15,-0.0000
low_shelf,110,-24,0,23767.82,-0.0000
low_shelf,110,-24,0,24607.11,-0.0000
low_shelf,110,-24,0,25476.05,-0.0000
low_shelf,110,-24,0,26375.67,-0.0000
low_shelf,110,-24,0,27307.05,-0.0000
low_shelf,110,-24,0,28271.33,-0.0000
low_shelf,110,-24,0,29269.65,-0.0000
low_shelf,110,-24,0,30303.23,-0.0000
low_shelf,110,-24,0,31373.31,-0.0000
low_shelf,110,-24,0,32481.17,-0.0000
low_shelf,110,-24,0,33628.16,-0.0000
low_shelf,110,-24,0,34815.65,-0.0000
low_shelf,110,-24,0,36045.07,-0.0000
low_shelf,110,-24,0,37317.90,-0.0000
low_shelf,110,-24,0,38635.68,-0.0000
low_shelf,110,-24,0,40000.00,-0.0000
low_shelf,110,-12,0,10.00,-8.0401
low_shelf,110,-12,0,10.35,-8.0021
low_shelf,110,-12,0,10.72,-7.9665
low_shelf,110,-12,0,11.10,-7.9335
low_shelf,110,-12,0,11.49,-7.9027
low_shelf,110,-12,0,11.89,-7.8742
low_shelf,110,-12,0,12.31,-7.8478
low_shelf,110,-12,0,12.75,-7.8235
low_shelf,110,-12,0,13.20,-7.8012
low_shelf,110,-12,0,13.67,-7.7807
low_shelf,110,-12,0,14.15,-7.7621
low_shelf,110,-12,0,14.65,-7.7452
low_shelf,110,-12,0,15.17,-7.7300
low_shelf,110,-12,0,15.70,-7.7165
low_shelf,110,-12,0,16.26,-7.7045
low_shelf,110,-12,0,16.83,-7.6941
low_shelf,110,-12,0,17.42,-7.6851
low_shelf,110,-12,0,18.04,-7.6777
low_shelf,110,-12,0,18.68,-7.6716
low_shelf,110,-12,0,19.34,-7.6670
low_shelf,110,-12,0,20.02,-7.6638
low_shelf,110,-12,0,20.73,-7.6619
low_shelf,110,-12,0,21.46,-7.6614
low_shelf,110,-12,0,22.21,-7.6623
low_shelf,110,-12,0,23.00,-7.6645
low_shelf,110,-12,0,23.81,-7.6681
low_shelf,110,-12,0,24.65,-7.6730
low_shelf,110,-12,0,25.52,-7.6793
low_shelf,110,-12,0,26.42,-7.6870
low_shelf,110,-12,0,27.36,-7.6962
low_shelf,110,-12,0,28.32,-7.7067
low_shelf,110,-12,0,29.32,-7.7188
low_shelf,110,-12,0,30.36,-7.7323
low_shelf,110,-12,0,31.43,-7.7473
low_shelf,110,-12,0,32.54,-7.7639
low_shelf,110,-12,0,33.69,-7.7820
low_shelf,110,-12,0,34.88,-7.8017
low_shelf,110,-12,0,36.11,-7.8230
low_shelf,110,-12,0,37.39,-7.8459
low_shelf,110,-12,0,38.71,-7.8704
low_shelf,110,-12,0,40.07,-7.8966
low_shelf,110,-12,0,41.49,-7.9243
low_shelf,110,-12,0,42.95,-7.9536
low_shelf,110,-12,0,44.47,-7.9843
low_shelf,110,-12,0,46.04,-8.0164
low_shelf,110,-12,0,47.67,-8.0498
low_shelf,110,-12,0,49.35,-8.0841
low_shelf,110,-12,0,51.09,-8.1193
low_shelf,110,-12,0,52.90,-8.1549
low_shelf,110,-12,0,54.76,-8.1906
low_shelf,110,-12,0,56.70,-8.2258
low_shelf,110,-12,0,58.70,-8.2600
low_shelf,110,-12,0,60.77,-8.2923
low_shelf,110,-12,0,62.92,-8.3219
low_shelf,110,-12,0,65.14,-8.3475
low_shelf,110,-12,0,67.44,-8.3680
low_shelf,110,-12,0,69.82,-8.3819
low_shelf,110,-12,0,72.29,-8.3873
low_shelf,110,-12,0,74.84,-8.3824
low_shelf,110,-12,0,77.48,-8.3651
low_shelf,110,-12,0,80.22,-8.3330
low_shelf,110,-12,0,83.05,-8.2838
low_shelf,110,-12,0,85.99,-8.2152
low_shelf,110,-12,0,89.02,-8.1249
low_shelf,110,-12,0,92.17,-8.0110
low_shelf,110,-12,0,95.42,-7.8719
low_shelf,110,-12,0,98.79,-7.7065
low_shelf,110,-12,0,102.28,-7.5147
low_shelf,110,-12,0,105.89,-7.2967
low_shelf,110,-12,0,109.63,-7.0539
low_shelf,110,-12,0,113.50,-6.7882
low_shelf,110,-12,0,117.51,-6.5025
low_shelf,110,-12,0,121.66,-6.1999
low_shelf,110,-12,0,125.95,-5.8843
low_shelf,110,-12,0,130.40,-5.5596
low_shelf,110,-12,0,135.01,-5.2297
low_shelf,110,-12,0,139.77,-4.8986
low_shelf,110,-12,0,144.71,-4.5700
low_shelf,110,-12,0,149.82,-4.2470
low_shelf,110,-12,0,155.11,-3.9328
low_shelf,110,-12,0,160.59,-3.6297
low_shelf,110,-12,0,166.26,-3.3397
low_shelf,110,-12,0,172.13,-3.0643
low_shelf,110,-12,0,178.21,-2.8045
low_shelf,110,-12,0,184.50,-2.5611
low_shelf,110,-12,0,191.01,-2.3343
low_shelf,110,-12,0,197.76,-2.1241
low_shelf,110,-12,0,204.74,-1.9301
low_shelf,110,-12,0,211.97,-1.7519
low_shelf,110,-12,0,219.46,-1.5888
low_shelf,110,-12,0,227.21,-1.4399
low_shelf,110,-12,0,235.23,-1.3044
low_shelf,110,-12,0,243.54,-1.1813
low_shelf,110,-12,0,252.14,-1.0698
low_shelf,110,-12,0,261.04,-0.9690
low_shelf,110,-12,0,270.26,-0.8779
low_shelf,110,-12,0,279.80,-0.7956
low_shelf,110,-12,0,289.68,-0.7214
low_shelf,110,-12,0,299.91,-0.6545
low_shelf,110,-12,0,310.50,-0.5942
low_shelf,110,-12,0,321.47,-0.5398
low_shelf,110,-12,0,332.82,-0.4908
low_shelf,110,-12,0,344.57,-0.4466
low_shelf,110,-12,0,356.74,-0.4068
low_shelf,110,-12,0,369.34,-0.3708
low_shelf,110,-12,0,382.38,-0.3383
low_shelf,110,-12,0,395.88,-0.3089
low_shelf,110,-12,0,409.86,-0.2823
low_shelf,110,-12,0,424.34,-0.2583
low_shelf,110,-12,0,439.32,-0.2365
low_shelf,110,-12,0,454.83,-0.2167
low_shelf,110,-12,0,470.89,-0.1988
low_shelf,110,-12,0,487.52,-0.1824
low_shelf,110,-12,0,504.74,-0.1676
low_shelf,110,-12,0,522.56,-0.1541
low_shelf,110,-12,0,541.01,-0.1418
low_shelf,110,-12,0,560.12,-0.1305
low_shelf,110,-12,0,579.90,-0.1203
low_shelf,110,-12,0,600.38,-0.1109
low_shelf,110,-12,0,621.58,-0.1023
low_shelf,110,-12,0,643.53,-0.0945
low_shelf,110,-12,0,666.25,-0.0873
low_shelf,110,-12,0,689.78,-0.0807
low_shelf,110,-12,0,714.13,-0.0746
low_shelf,110,-12,0,739.35,-0.0690
low_shelf,110,-12,0,765.46,-0.0639
low_shelf,110,-12,0,792.49,-0.0592
low_shelf,110,-12,0,820.47,-0.0548
low_shelf,110,-12,0,849.45,-0.0508
low_shelf,110,-12,0,879.44,-0.0471
low_shelf,110,-12,0,910.50,-0.0437
low_shelf,110,-12,0,942.65,-0.0406
low_shelf,110,-12,0,975.94,-0.0377
low_shelf,110,-12,0,1010.40,-0.0350
low_shelf,110,-12,0,1046.08,-0.0325
low_shelf,110,-12,0,1083.02,-0.0302
low_shelf,110,-12,0,1121.26,-0.0281
low_shelf,110,-12,0,1160.86,-0.0261
low_shelf,110,-12,0,1201.85,-0.0242
low_shelf,110,-12,0,1244.29,-0.0225
low_shelf,110,-12,0,1288.23,-0.0210
low_shelf,110,-12,0,1333.72,-0.0195
low_shelf,110,-12,0,1380.82,-0.0182
low_shelf,110,-12,0,1429.58,-0.0169
low_shelf,110,-12,0,1480.06,-0.0157
low_shelf,110,-12,0,1532.32,-0.0146
low_shelf,110,-12,0,1586.43,-0.0136
low_shelf,110,-12,0,1642.45,-0.0127
low_shelf,110,-12,0,1700.45,-0.0118
low_shelf,110,-12,0,1760.50,-0.0110
low_shelf,110,-12,0,1822.67,-0.0103
low_shelf,110,-12,0,1887.03,-0.0096
low_shelf,110,-12,0,1953.66,-0.0089
low_shelf,110,-12,0,2022.65,-0.0083
low_shelf,110,-12,0,2094.08,-0.0077
low_shelf,110,-12,0,2168.02,-0.0072
low_shelf,110,-12,0,2244.58,-0.0067
low_shelf,110,-12,0,2323.84,-0.0063
low_shelf,110,-12,0,2405.90,-0.0058
low_shelf,110,-12,0,2490.86,-0.0054
low_shelf,110,-12,0,2578.82,-0.0051
low_shelf,110,-12,0,2669.88,-0.0047
low_shelf,110,-12,0,2764.16,-0.0044
low_shelf,110,-12,0,2861.77,-0.0041
low_shelf,110,-12,0,2962.83,-0.0038
low_shelf,110,-12,0,3067.45,-0.0036
low_shelf,110,-12,0,3175.77,-0.0033
low_shelf,110,-12,0,3287.91,-0.0031
low_shelf,110,-12,0,3404.02,-0.0029
low_shelf,110,-12,0,3524.22,-0.0027
low_shelf,110,-12,0,3648.67,-0.0025
low_shelf,110,-12,0,3777.51,-0.0023
low_shelf,110,-12,0,3910.91,-0.0022
low_shelf,110,-12,0,4049.01,-0.0020
low_shelf,110,-12,0,4191.99,-0.0019
low_shelf,110,-12,0,4340.02,-0.0018
low_shelf,110,-12,0,4493.28,-0.0017
low_shelf,110,-12,0,4651.94,-0.0015
low_shelf,110,-12,0,4816.21,-0.0014
low_shelf,110,-12,0,4986.29,-0.0013
low_shelf,110,-12,0,5162.36,-0.0013
low_shelf,110,-12,0,5344.66,-0.0012
low_shelf,110,-12,0,5533.39,-0.0011
low_shelf,110,-12,0,5728.79,-0.0010
low_shelf,110,-12,0,5931.08,-0.0010
low_shelf,110,-12,0,6140.52,-0.0009
low_shelf,110,-12,0,6357.36,-0.0008
low_shelf,110,-12,0,6581.85,-0.0008
low_shelf,110,-12,0,6814.27,-0.0007
low_shelf,110,-12,0,7054.90,-0.0007
low_shelf,110,-12,0,7304.03,-0.0006
low_shelf,110,-12,0,7561.95,-0.0006
low_shelf,110,-12,0,7828.98,-0.0005
low_shelf,110,-12,0,8105.44,-0.0005
low_shelf,110,-12,0,8391.66,-0.0005
low_shelf,110,-12,0,8687.99,-0.0004
low_shelf,110,-12,0,8994.78,-0.0004
low_shelf,110,-12,0,9312.41,-0.0004
low_shelf,110,-12,0,9641.25,-0.0004
low_shelf,110,-12,0,9981.71,-0.0003
low_shelf,110,-12,0,10334.18,-0.0003
low_shelf,110,-12,0,10699.11,-0.0003
low_shelf,110,-12,0,11076.92,-0.0003
low_shelf,110,-12,0,11468.07,-0.0003
low_shelf,110,-12,0,11873.03,-0.0002
low_shelf,110,-12,0,12292.30,-0.0002
low_shelf,110,-12,0,12726.37,-0.0002
low_shelf,110,-12,0,13175.76,-0.0002
low_shelf,110,-12,0,13641.03,-0.0002
low_shelf,110,-12,0,14122.73,-0.0002
low_shelf,110,-12,0,14621.43,-0.0002
low_shelf,110,-12,0,15137.75,-0.0001
low_shelf,110,-12,0,15672.30,-0.0001
low_shelf,110,-12,0,16225.72,-0.0001
low_shelf,110,-12,0,16798.69,-0.0001
low_shelf,110,-12,0,17391.89,-0.0001
low_shelf,110,-12,0,18006.04,-0.0001
low_shelf,110,-12,0,18641.88,-0.0001
low_shelf,110,-12,0,19300.16,-0.0001
low_shelf,110,-12,0,19981.70,-0.0001
low_shelf,110,-12,0,20687.30,-0.0001
low_shelf,110,-12,0,21417.81,-0.0001
low_shelf,110,-12,0,22174.13,-0.0001
low_shelf,110,-12,0,22957.15,-0.0001
low_shelf,110,-12,0,23767.82,-0.0001
low_shelf,110,-12,0,24607.11,-0.0001
low_shelf,110,-12,0,25476.05,-0.0001
low_shelf,110,-12,0,26375.67,-0.0000
low_shelf,110,-12,0,27307.05,-0.0000
low_shelf,110,-12,0,28271.33,-0.0000
low_shelf,110,-12,0,29269.65,-0.0000
low_shelf,110,-12,0,30303.23,-0.0000
low_shelf,110,-12,0,31373.31,-0.0000
low_shelf,110,-12,0,32481.17,-0.0000
low_shelf,110,-12,0,33628.16,-0.0000
low_shelf,110,-12,0,34815.65,-0.0000
low_shelf,110,-12,0,36045.07,-0.0000
low_shelf,110,-12,0,37317.90,-0.0000
low_shelf,110,-12,0,38635.68,-0.0000
low_shelf,110,-12,0,40000.00,-0.0000
low_shelf,110,-6,0,10.00,-10.1557
low_shelf,110,-6,0,10.35,-10.1127
low_shelf,110,-6,0,10.72,-10.0720
low_shelf,110,-6,0,11.10,-10.0333
low_shelf,110,-6,0,11.49,-9.9965
low_shelf,110,-6,0,11.89,-9.9615
low_shelf,110,-6,0,12.31,-9.9282
low_shelf,110,-6,0,12.75,-9.8964
low_shelf,110,-6,0,13.20,-9.8661
low_shelf,110,-6,0,13.67,-9.8370
low_shelf,110,-6,0,14.15,-9.8092
low_shelf,110,-6,0,14.65,-9.7824
low_shelf,110,-6,0,15.17,-9.7565
low_shelf,110,-6,0,15.70,-9.7315
low_shelf,110,-6,0,16.26,-9.7073
low_shelf,110,-6,0,16.83,-9.6836
low_shelf,110,-6,0,17.42,-9.6605
low_shelf,110,-6,0,18.04,-9.6378
low_shelf,110,-6,0,18.68,-9.6153
low_shelf,110,-6,0,19.34,-9.5930
low_shelf,110,-6,0,20.02,-9.5708
low_shelf,110,-6,0,20.73,-9.5486
low_shelf,110,-6,0,21.46,-9.5261
low_shelf,110,-6,0,22.21,-9.5034
low_shelf,110,-6,0,23.00,-9.4802
low_shelf,110,-6,0,23.81,-9.4564
low_shelf,110,-6,0,24.65,-9.4319
low_shelf,110,-6,0,25.52,-9.4065
low_shelf,110,-6,0,26.42,-9.3801
low_shelf,110,-6,0,27.36,-9.3524
low_shelf,110,-6,0,28.32,-9.3234
low_shelf,110,-6,0,29.32,-9.2927
low_shelf,110,-6,0,30.36,-9.2602
low_shelf,110,-6,0,31.43,-9.2257
low_shelf,110,-6,0,32.54,-9.1888
low_shelf,110,-6,0,33.69,-9.1494
low_shelf,110,-6,0,34.88,-9.1070
low_shelf,110,-6,0,36.11,-9.0615
low_shelf,110,-6,0,37.39,-9.0124
low_shelf,110,-6,0,38.71,-8.9594
low_shelf,110,-6,0,40.07,-8.9021
low_shelf,110,-6,0,41.49,-8.8400
low_shelf,110,-6,0,42.95,-8.7726
low_shelf,110,-6,0,44.47,-8.6996
low_shelf,110,-6,0,46.04,-8.6203
low_shelf,110,-6,0,47.67,-8.5342
low_shelf,110,-6,0,49.35,-8.4407
low_shelf,110,-6,0,51.09,-8.3392
low_shelf,110,-6,0,52.90,-8.2291
low_shelf,110,-6,0,54.76,-8.1098
low_shelf,110,-6,0,56.70,-7.9805
low_shelf,110,-6,0,58.70,-7.8408
low_shelf,110,-6,0,60.77,-7.6900
low_shelf,110,-6,0,62.92,-7.5275
low_shelf,110,-6,0,65.14,-7.3529
low_shelf,110,-6,0,67.44,-7.1658
low_shelf,110,-6,0,69.82,-6.9658
low_shelf,110,-6,0,72.29,-6.7527
low_shelf,110,-6,0,74.84,-6.5266
low_shelf,110,-6,0,77.48,-6.2875
low_shelf,110,-6,0,80.22,-6.0358
low_shelf,110,-6,0,83.05,-5.7721
low_shelf,110,-6,0,85.99,-5.4970
low_shelf,110,-6,0,89.02,-5.2117
low_shelf,110,-6,0,92.17,-4.9173
low_shelf,110,-6,0,95.42,-4.6154
low_shelf,110,-6,0,98.79,-4.3075
low_shelf,110,-6,0,102.28,-3.9958
low_shelf,110,-6,0,105.89,-3.6821
low_shelf,110,-6,0,109.63,-3.3689
low_shelf,110,-6,0,113.50,-3.0585
low_shelf,110,-6,0,117.51,-2.7531
low_shelf,110,-6,0,121.66,-2.4553
low_shelf,110,-6,0,125.95,-2.1674
low_shelf,110,-6,0,130.40,-1.8914
low_shelf,110,-6,0,135.01,-1.6293
low_shelf,110,-6,0,139.77,-1.3829
low_shelf,110,-6,0,144.71,-1.1533
low_shelf,110,-6,0,149.82,-0.9417
low_shelf,110,-6,0,155.11,-0.7486
low_shelf,110,-6,0,160.59,-0.5743
low_shelf,110,-6,0,166.26,-0.4186
low_shelf,110,-6,0,172.13,-0.2810
low_shelf,110,-6,0,178.21,-0.1608
low_shelf,110,-6,0,184.50,-0.0571
low_shelf,110,-6,0,191.01,0.0313
low_shelf,110,-6,0,197.76,0.1056
low_shelf,110,-6,0,204.74,0.1671
low_shelf,110,-6,0,211.97,0.2171
low_shelf,110,-6,0,219.46,0.2570
low_shelf,110,-6,0,227.21,0.2879
low_shelf,110,-6,0,235.23,0.3111
low_shelf,110,-6,0,243.54,0.3275
low_shelf,110,-6,0,252.14,0.3383
low_shelf,110,-6,0,261.04,0.3442
low_shelf,110,-6,0,270.26,0.3461
low_shelf,110,-6,0,279.80,0.3446
low_shelf,110,-6,0,289.68,0.3404
low_shelf,110,-6,0,299.91,0.3340
low_shelf,110,-6,0,310.50,0.3259
low_shelf,110,-6,0,321.47,0.3165
low_shelf,110,-6,0,332.82,0.3060
low_shelf,110,-6,0,344.57,0.2948
low_shelf,110,-6,0,356.74,0.2831
low_shelf,110,-6,0,369.34,0.2711
low_shelf,110,-6,0,382.38,0.2590
low_shelf,110,-6,0,395.88,0.2469
low_shelf,110,-6,0,409.86,0.2349
low_shelf,110,-6,0,424.34,0.2231
low_shelf,110,-6,0,439.32,0.2116
low_shelf,110,-6,0,454.83,0.2003
low_shelf,110,-6,0,470.89,0.1895
low_shelf,110,-6,0,487.52,0.1790
low_shelf,110,-6,0,504.74,0.1689
low_shelf,110,-6,0,522.56,0.1593
low_shelf,110,-6,0,541.01,0.1500
low_shelf,110,-6,0,560.12,0.1412
low_shelf,110,-6,0,579.90,0.1329
low_shelf,110,-6,0,600.38,0.1249
low_shelf,110,-6,0,621.58,0.1173
low_shelf,110,-6,0,643.53,0.1102
low_shelf,110,-6,0,666.25,0.1034
low_shelf,110,-6,0,689.78,0.0970
low_shelf,110,-6,0,714.13,0.0910
low_shelf,110,-6,0,739.35,0.0853
low_shelf,110,-6,0,765.46,0.0799
low_shelf,110,-6,0,792.49,0.0749
low_shelf,110,-6,0,820.47,0.0701
low_shelf,110,-6,0,849.45,0.0656
low_shelf,110,-6,0,879.44,0.0614
low_shelf,110,-6,0,910.50,0.0575
low_shelf,110,-6,0,942.65,0.0538
low_shelf,110,-6,0,975.94,0.0503
low_shelf,110,-6,0,1010.40,0.0471
low_shelf,110,-6,0,1046.08,0.0440
low_shelf,110,-6,0,1083.02,0.0411
low_shelf,110,-6,0,1121.26,0.0384
low_shelf,110,-6,0,1160.86,0.0359
low_shelf,110,-6,0,1201.85,0.0336
low_shelf,110,-6,0,1244.29,0.0314
low_shelf,110,-6,0,1288.23,0.0293
low_shelf,110,-6,0,1333.72,0.0274
low_shelf,110,-6,0,1380.82,0.0256
low_shelf,110,-6,0,1429.58,0.0239
low_shelf,110,-6,0,1480.06,0.0223
low_shelf,110,-6,0,1532.32,0.0208
low_shelf,110,-6,0,1586.43,0.0195
low_shelf,110,-6,0,1642.45,0.0182
low_shelf,110,-6,0,1700.45,0.0170
low_shelf,110,-6,0,1760.50,0.0158
low_shelf,110,-6,0,1822.67,0.0148
low_shelf,110,-6,0,1887.03,0.0138
low_shelf,110,-6,0,1953.66,0.0129
low_shelf,110,-6,0,2022.65,0.0120
low_shelf,110,-6,0,2094.08,0.0112
low_shelf,110,-6,0,2168.02,0.0105
low_shelf,110,-6,0,2244.58,0.0098
low_shelf,110,-6,0,2323.84,0.0091
low_shelf,110,-6,0,2405.90,0.0085
low_shelf,110,-6,0,2490.86,0.0080
low_shelf,110,-6,0,2578.82,0.0074
low_shelf,110,-6,0,2669.88,0.0069
low_shelf,110,-6,0,2764.16,0.0065
low_shelf,110,-6,0,2861.77,0.0060
low_shelf,110,-6,0,2962.83,0.0056
low_shelf,110,-6,0,3067.45,0.0053
low_shelf,110,-6,0,3175.77,0.0049
low_shelf,110,-6,0,3287.91,0.0046
low_shelf,110,-6,0,3404.02,0.0043
low_shelf,110,-6,0,3524.22,0.0040
low_shelf,110,-6,0,3648.67,0.0037
low_shelf,110,-6,0,3777.51,0.0035
low_shelf,110,-6,0,3910.91,0.0032
low_shelf,110,-6,0,4049.01,0.0030
low_shelf,110,-6,0,4191.99,0.0028
low_shelf,110,-6,0,4340.02,0.0026
low_shelf,110,-6,0,4493.28,0.0025
low_shelf,110,-6,0,4651.94,0.0023
low_shelf,110,-6,0,4816.21,0.0021
low_shelf,110,-6,0,4986.29,0.0020
low_shelf,110,-6,0,5162.36,0.0019
low_shelf,110,-6,0,5344.66,0.0017
low_shelf,110,-6,0,5533.39,0.0016
low_shelf,110,-6,0,5728.79,0.0015
low_shelf,110,-6,0,5931.08,0.0014
low_shelf,110,-6,0,6140.52,0.0013
low_shelf,110,-6,0,6357.36,0.0012
low_shelf,110,-6,0,6581.85,0.0011
low_shelf,110,-6,0,6814.27,0.0011
low_shelf,110,-6,0,7054.90,0.0010
low_shelf,110,-6,0,7304.03,0.0009
low_shelf,110,-6,0,7561.95,0.0009
low_shelf,110,-6,0,7828.98,0.0008
low_shelf,110,-6,0,8105.44,0.0008
low_shelf,110,-6,0,8391.66,0.0007
low_shelf,110,-6,0,8687.99,0.0007
low_shelf,110,-6,0,8994.78,0.0006
low_shelf,110,-6,0,9312.41,0.0006
low_shelf,110,-6,0,9641.25,0.0005
low_shelf,110,-6,0,9981.71,0.0005
low_shelf,110,-6,0,10334.18,0.0005
low_shelf,110,-6,0,10699.11,0.0004
low_shelf,110,-6,0,11076.92,0.0004
low_shelf,110,-6,0,11468.07,0.0004
low_shelf,110,-6,0,11873.03,0.0004
low_shelf,110,-6,0,12292.30,0.0003
low_shelf,110,-6,0,12726.37,0.0003
low_shelf,110,-6,0,13175.76,0.0003
low_shelf,110,-6,0,13641.03,0.0003
low_shelf,110,-6,0,14122.73,0.0002
low_shelf,110,-6,0,14621.43,0.0002
low_shelf,110,-6,0,15137.75,0.0002
low_shelf,110,-6,0,15672.30,0.0002
low_shelf,110,-6,0,16225.72,0.0002
low_shelf,110,-6,0,16798.69,0.0002
low_shelf,110,-6,0,17391.89,0.0002
low_shelf,110,-6,0,18006.04,0.0002
low_shelf,110,-6,0,18641.88,0.0001
