band,setting_freq,setting_gain,setting_q,freq_hz,db
mid_peak,1600,-12,1.6,1333.72,-5.6702
mid_peak,1600,-12,1.6,1380.82,-6.7840
mid_peak,1600,-12,1.6,1429.58,-8.1247
mid_peak,1600,-12,1.6,1480.06,-9.6525
mid_peak,1600,-12,1.6,1532.32,-11.1334
mid_peak,1600,-12,1.6,1586.43,-11.9732
mid_peak,1600,-12,1.6,1642.45,-11.5935
mid_peak,1600,-12,1.6,1700.45,-10.2788
mid_peak,1600,-12,1.6,1760.50,-8.7206
mid_peak,1600,-12,1.6,1822.67,-7.2896
mid_peak,1600,-12,1.6,1887.03,-6.0822
mid_peak,1600,-12,1.6,1953.66,-5.0922
mid_peak,1600,-12,1.6,2022.65,-4.2871
mid_peak,1600,-12,1.6,2094.08,-3.6322
mid_peak,1600,-12,1.6,2168.02,-3.0976
mid_peak,1600,-12,1.6,2244.58,-2.6587
mid_peak,1600,-12,1.6,2323.84,-2.2961
mid_peak,1600,-12,1.6,2405.90,-1.9946
mid_peak,1600,-12,1.6,2490.86,-1.7423
mid_peak,1600,-12,1.6,2578.82,-1.5296
mid_peak,1600,-12,1.6,2669.88,-1.3492
mid_peak,1600,-12,1.6,2764.16,-1.1953
mid_peak,1600,-12,1.6,2861.77,-1.0631
mid_peak,1600,-12,1.6,2962.83,-0.9491
mid_peak,1600,-12,1.6,3067.45,-0.8502
mid_peak,1600,-12,1.6,3175.77,-0.7639
mid_peak,1600,-12,1.6,3287.91,-0.6884
mid_peak,1600,-12,1.6,3404.02,-0.6220
mid_peak,1600,-12,1.6,3524.22,-0.5633
mid_peak,1600,-12,1.6,3648.67,-0.5113
mid_peak,1600,-12,1.6,3777.51,-0.4651
mid_peak,1600,-12,1.6,3910.91,-0.4238
mid_peak,1600,-12,1.6,4049.01,-0.3868
mid_peak,1600,-12,1.6,4191.99,-0.3537
mid_peak,1600,-12,1.6,4340.02,-0.3238
mid_peak,1600,-12,1.6,4493.28,-0.2969
mid_peak,1600,-12,1.6,4651.94,-0.2726
mid_peak,1600,-12,1.6,4816.21,-0.2505
mid_peak,1600,-12,1.6,4986.29,-0.2305
mid_peak,1600,-12,1.6,5162.36,-0.2123
mid_peak,1600,-12,1.6,5344.66,-0.1957
mid_peak,1600,-12,1.6,5533.39,-0.1805
mid_peak,1600,-12,1.6,5728.79,-0.1667
mid_peak,1600,-12,1.6,5931.08,-0.1540
mid_peak,1600,-12,1.6,6140.52,-0.1424
mid_peak,1600,-12,1.6,6357.36,-0.1318
mid_peak,1600,-12,1.6,6581.85,-0.1220
mid_peak,1600,-12,1.6,6814.27,-0.1130
mid_peak,1600,-12,1.6,7054.90,-0.1047
mid_peak,1600,-12,1.6,7304.03,-0.0971
mid_peak,1600,-12,1.6,7561.95,-0.0900
mid_peak,1600,-12,1.6,7828.98,-0.0835
mid_peak,1600,-12,1.6,8105.44,-0.0775
mid_peak,1600,-12,1.6,8391.66,-0.0720
mid_peak,1600,-12,1.6,8687.99,-0.0669
mid_peak,1600,-12,1.6,8994.78,-0.0621
mid_peak,1600,-12,1.6,9312.41,-0.0578
mid_peak,1600,-12,1.6,9641.25,-0.0537
mid_peak,1600,-12,1.6,9981.71,-0.0499
mid_peak,1600,-12,1.6,10334.18,-0.0464
mid_peak,1600,-12,1.6,10699.11,-0.0432
mid_peak,1600,-12,1.6,11076.92,-0.0402
mid_peak,1600,-12,1.6,11468.07,-0.0374
mid_peak,1600,-12,1.6,11873.03,-0.0348
mid_peak,1600,-12,1.6,12292.30,-0.0324
mid_peak,1600,-12,1.6,12726.37,-0.0302
mid_peak,1600,-12,1.6,13175.76,-0.0281
mid_peak,1600,-12,1.6,13641.03,-0.0262
mid_peak,1600,-12,1.6,14122.73,-0.0244
mid_peak,1600,-12,1.6,14621.43,-0.0227
mid_peak,1600,-12,1.6,15137.75,-0.0211
mid_peak,1600,-12,1.6,15672.30,-0.0197
mid_peak,1600,-12,1.6,16225.72,-0.0184
mid_peak,1600,-12,1.6,16798.69,-0.0171
mid_peak,1600,-12,1.6,17391.89,-0.0159
mid_peak,1600,-12,1.6,18006.04,-0.0149
mid_peak,1600,-12,1.6,18641.88,-0.0138
mid_peak,1600,-12,1.6,19300.16,-0.0129
mid_peak,1600,-12,1.6,19981.70,-0.0120
mid_peak,1600,-12,1.6,20687.30,-0.0112
mid_peak,1600,-12,1.6,21417.81,-0.0105
mid_peak,1600,-12,1.6,22174.13,-0.0097
mid_peak,1600,-12,1.6,22957.15,-0.0091
mid_peak,1600,-12,1.6,23767.82,-0.0085
mid_peak,1600,-12,1.6,24607.11,-0.0079
mid_peak,1600,-12,1.6,25476.05,-0.0074
mid_peak,1600,-12,1.6,26375.67,-0.0069
mid_peak,1600,-12,1.6,27307.05,-0.0064
mid_peak,1600,-12,1.6,28271.33,-0.0060
mid_peak,1600,-12,1.6,29269.65,-0.0056
mid_peak,1600,-12,1.6,30303.23,-0.0052
mid_peak,1600,-12,1.6,31373.31,-0.0048
mid_peak,1600,-12,1.6,32481.17,-0.0045
mid_peak,1600,-12,1.6,33628.16,-0.0042
mid_peak,1600,-12,1.6,34815.65,-0.0039
mid_peak,1600,-12,1.6,36045.07,-0.0037
mid_peak,1600,-12,1.6,37317.90,-0.0034
mid_peak,1600,-12,1.6,38635.68,-0.0032
mid_peak,1600,-12,1.6,40000.00,-0.0030
mid_peak,1600,-6,1.6,10.00,-0.6468
mid_peak,1600,-6,1.6,10.35,-0.6063
mid_peak,1600,-6,1.6,10.72,-0.5682
mid_peak,1600,-6,1.6,11.10,-0.5323
mid_peak,1600,-6,1.6,11.49,-0.4986
mid_peak,1600,-6,1.6,11.89,-0.4669
mid_peak,1600,-6,1.6,12.31,-0.4371
mid_peak,1600,-6,1.6,12.75,-0.4092
mid_peak,1600,-6,1.6,13.20,-0.3829
mid_peak,1600,-6,1.6,13.67,-0.3583
mid_peak,1600,-6,1.6,14.15,-0.3352
mid_peak,1600,-6,1.6,14.65,-0.3135
mid_peak,1600,-6,1.6,15.17,-0.2932
mid_peak,1600,-6,1.6,15.70,-0.2742
mid_peak,1600,-6,1.6,16.26,-0.2563
mid_peak,1600,-6,1.6,16.83,-0.2396
mid_peak,1600,-6,1.6,17.42,-0.2240
mid_peak,1600,-6,1.6,18.04,-0.2093
mid_peak,1600,-6,1.6,18.68,-0.1956
mid_peak,1600,-6,1.6,19.34,-0.1828
mid_peak,1600,-6,1.6,20.02,-0.1708
mid_peak,1600,-6,1.6,20.73,-0.1596
mid_peak,1600,-6,1.6,21.46,-0.1491
mid_peak,1600,-6,1.6,22.21,-0.1393
mid_peak,1600,-6,1.6,23.00,-0.1301
mid_peak,1600,-6,1.6,23.81,-0.1216
mid_peak,1600,-6,1.6,24.65,-0.1136
mid_peak,1600,-6,1.6,25.52,-0.1061
mid_peak,1600,-6,1.6,26.42,-0.0991
mid_peak,1600,-6,1.6,27.36,-0.0926
mid_peak,1600,-6,1.6,28.32,-0.0865
mid_peak,1600,-6,1.6,29.32,-0.0808
mid_peak,1600,-6,1.6,30.36,-0.0755
mid_peak,1600,-6,1.6,31.43,-0.0705
mid_peak,1600,-6,1.6,32.54,-0.0659
mid_peak,1600,-6,1.6,33.69,-0.0616
mid_peak,1600,-6,1.6,34.88,-0.0575
mid_peak,1600,-6,1.6,36.11,-0.0538
mid_peak,1600,-6,1.6,37.39,-0.0503
mid_peak,1600,-6,1.6,38.71,-0.0470
mid_peak,1600,-6,1.6,40.07,-0.0440
mid_peak,1600,-6,1.6,41.49,-0.0412
mid_peak,1600,-6,1.6,42.95,-0.0385
mid_peak,1600,-6,1.6,44.47,-0.0361
mid_peak,1600,-6,1.6,46.04,-0.0338
mid_peak,1600,-6,1.6,47.67,-0.0317
mid_peak,1600,-6,1.6,49.35,-0.0297
mid_peak,1600,-6,1.6,51.09,-0.0279
mid_peak,1600,-6,1.6,52.90,-0.0262
mid_peak,1600,-6,1.6,54.76,-0.0247
mid_peak,1600,-6,1.6,56.70,-0.0232
mid_peak,1600,-6,1.6,58.70,-0.0219
mid_peak,1600,-6,1.6,60.77,-0.0207
mid_peak,1600,-6,1.6,62.92,-0.0195
mid_peak,1600,-6,1.6,65.14,-0.0185
mid_peak,1600,-6,1.6,67.44,-0.0176
mid_peak,1600,-6,1.6,69.82,-0.0167
mid_peak,1600,-6,1.6,72.29,-0.0159
mid_peak,1600,-6,1.6,74.84,-0.0152
mid_peak,1600,-6,1.6,77.48,-0.0146
mid_peak,1600,-6,1.6,80.22,-0.0140
mid_peak,1600,-6,1.6,83.05,-0.0135
mid_peak,1600,-6,1.6,85.99,-0.0131
mid_peak,1600,-6,1.6,89.02,-0.0127
mid_peak,1600,-6,1.6,92.17,-0.0124
mid_peak,1600,-6,1.6,95.42,-0.0122
mid_peak,1600,-6,1.6,98.79,-0.0120
mid_peak,1600,-6,1.6,102.28,-0.0119
mid_peak,1600,-6,1.6,105.89,-0.0118
mid_peak,1600,-6,1.6,109.63,-0.0118
mid_peak,1600,-6,1.6,113.50,-0.0118
mid_peak,1600,-6,1.6,117.51,-0.0119
mid_peak,1600,-6,1.6,121.66,-0.0121
mid_peak,1600,-6,1.6,125.95,-0.0123
mid_peak,1600,-6,1.6,130.40,-0.0126
mid_peak,1600,-6,1.6,135.01,-0.0129
mid_peak,1600,-6,1.6,139.77,-0.0133
mid_peak,1600,-6,1.6,144.71,-0.0138
mid_peak,1600,-6,1.6,149.82,-0.0143
mid_peak,1600,-6,1.6,155.11,-0.0150
mid_peak,1600,-6,1.6,160.59,-0.0156
mid_peak,1600,-6,1.6,166.26,-0.0164
mid_peak,1600,-6,1.6,172.13,-0.0173
mid_peak,1600,-6,1.6,178.21,-0.0182
mid_peak,1600,-6,1.6,184.50,-0.0192
mid_peak,1600,-6,1.6,191.01,-0.0203
mid_peak,1600,-6,1.6,197.76,-0.0216
mid_peak,1600,-6,1.6,204.74,-0.0229
mid_peak,1600,-6,1.6,211.97,-0.0244
mid_peak,1600,-6,1.6,219.46,-0.0260
mid_peak,1600,-6,1.6,227.21,-0.0277
mid_peak,1600,-6,1.6,235.23,-0.0296
mid_peak,1600,-6,1.6,243.54,-0.0316
mid_peak,1600,-6,1.6,252.14,-0.0338
mid_peak,1600,-6,1.6,261.04,-0.0362
mid_peak,1600,-6,1.6,270.26,-0.0388
mid_peak,1600,-6,1.6,279.80,-0.0416
mid_peak,1600,-6,1.6,289.68,-0.0447
mid_peak,1600,-6,1.6,299.91,-0.0480
mid_peak,1600,-6,1.6,310.50,-0.0515
mid_peak,1600,-6,1.6,321.47,-0.0554
mid_peak,1600,-6,1.6,332.82,-0.0596
mid_peak,1600,-6,1.6,344.57,-0.0641
mid_peak,1600,-6,1.6,356.74,-0.0691
mid_peak,1600,-6,1.6,369.34,-0.0744
mid_peak,1600,-6,1.6,382.38,-0.0803
mid_peak,1600,-6,1.6,395.88,-0.0866
mid_peak,1600,-6,1.6,409.86,-0.0935
mid_peak,1600,-6,1.6,424.34,-0.1011
mid_peak,1600,-6,1.6,439.32,-0.1093
mid_peak,1600,-6,1.6,454.83,-0.1183
mid_peak,1600,-6,1.6,470.89,-0.1281
mid_peak,1600,-6,1.6,487.52,-0.1389
mid_peak,1600,-6,1.6,504.74,-0.1507
mid_peak,1600,-6,1.6,522.56,-0.1636
mid_peak,1600,-6,1.6,541.01,-0.1779
mid_peak,1600,-6,1.6,560.12,-0.1936
mid_peak,1600,-6,1.6,579.90,-0.2110
mid_peak,1600,-6,1.6,600.38,-0.2303
mid_peak,1600,-6,1.6,621.58,-0.2517
mid_peak,1600,-6,1.6,643.53,-0.2755
mid_peak,1600,-6,1.6,666.25,-0.3020
mid_peak,1600,-6,1.6,689.78,-0.3317
mid_peak,1600,-6,1.6,714.13,-0.3650
mid_peak,1600,-6,1.6,739.35,-0.4025
mid_peak,1600,-6,1.6,765.46,-0.4449
mid_peak,1600,-6,1.6,792.49,-0.4930
mid_peak,1600,-6,1.6,820.47,-0.5478
mid_peak,1600,-6,1.6,849.45,-0.6105
mid_peak,1600,-6,1.6,879.44,-0.6824
mid_peak,1600,-6,1.6,910.50,-0.7655
mid_peak,1600,-6,1.6,942.65,-0.8618
mid_peak,1600,-6,1.6,975.94,-0.9741
mid_peak,1600,-6,1.6,1010.40,-1.1057
mid_peak,1600,-6,1.6,1046.08,-1.2607
mid_peak,1600,-6,1.6,1083.02,-1.4440
mid_peak,1600,-6,1.6,1121.26,-1.6619
mid_peak,1600,-6,1.6,1160.86,-1.9215
mid_peak,1600,-6,1.6,1201.85,-2.2312
mid_peak,1600,-6,1.6,1244.29,-2.5999
mid_peak,1600,-6,1.6,1288.23,-3.0356
mid_peak,1600,-6,1.6,1333.72,-3.5422
mid_peak,1600,-6,1.6,1380.82,-4.1134
mid_peak,1600,-6,1.6,1429.58,-4.7224
mid_peak,1600,-6,1.6,1480.06,-5.3082
mid_peak,1600,-6,1.6,1532.32,-5.7703
mid_peak,1600,-6,1.6,1586.43,-5.9922
mid_peak,1600,-6,1.6,1642.45,-5.9040
mid_peak,1600,-6,1.6,1700.45,-5.5347
mid_peak,1600,-6,1.6,1760.50,-4.9891
mid_peak,1600,-6,1.6,1822.67,-4.3804
mid_peak,1600,-6,1.6,1887.03,-3.7875
mid_peak,1600,-6,1.6,1953.66,-3.2506
mid_peak,1600,-6,1.6,2022.65,-2.7836
mid_peak,1600,-6,1.6,2094.08,-2.3862
mid_peak,1600,-6,1.6,2168.02,-2.0515
mid_peak,1600,-6,1.6,2244.58,-1.7709
mid_peak,1600,-6,1.6,2323.84,-1.5355
mid_peak,1600,-6,1.6,2405.90,-1.3378
mid_peak,1600,-6,1.6,2490.86,-1.1709
mid_peak,1600,-6,1.6,2578.82,-1.0296
mid_peak,1600,-6,1.6,2669.88,-0.9092
mid_peak,1600,-6,1.6,2764.16,-0.8062
mid_peak,1600,-6,1.6,2861.77,-0.7175
mid_peak,1600,-6,1.6,2962.83,-0.6409
mid_peak,1600,-6,1.6,3067.45,-0.5743
mid_peak,1600,-6,1.6,3175.77,-0.5162
mid_peak,1600,-6,1.6,3287.91,-0.4653
mid_peak,1600,-6,1.6,3404.02,-0.4205
mid_peak,1600,-6,1.6,3524.22,-0.3809
mid_peak,1600,-6,1.6,3648.67,-0.3458
mid_peak,1600,-6,1.6,3777.51,-0.3145
mid_peak,1600,-6,1.6,3910.91,-0.2867
mid_peak,1600,-6,1.6,4049.01,-0.2617
mid_peak,1600,-6,1.6,4191.99,-0.2393
mid_peak,1600,-6,1.6,4340.02,-0.2191
mid_peak,1600,-6,1.6,4493.28,-0.2009
mid_peak,1600,-6,1.6,4651.94,-0.1844
mid_peak,1600,-6,1.6,4816.21,-0.1695
mid_peak,1600,-6,1.6,4986.29,-0.1560
mid_peak,1600,-6,1.6,5162.36,-0.1436
mid_peak,1600,-6,1.6,5344.66,-0.1324
mid_peak,1600,-6,1.6,5533.39,-0.1222
mid_peak,1600,-6,1.6,5728.79,-0.1128
mid_peak,1600,-6,1.6,5931.08,-0.1042
mid_peak,1600,-6,1.6,6140.52,-0.0964
mid_peak,1600,-6,1.6,6357.36,-0.0892
mid_peak,1600,-6,1.6,6581.85,-0.0826
mid_peak,1600,-6,1.6,6814.27,-0.0765
mid_peak,1600,-6,1.6,7054.90,-0.0709
mid_peak,1600,-6,1.6,7304.03,-0.0657
mid_peak,1600,-6,1.6,7561.95,-0.0609
mid_peak,1600,-6,1.6,7828.98,-0.0565
mid_peak,1600,-6,1.6,8105.44,-0.0525
mid_peak,1600,-6,1.6,8391.66,-0.0487
mid_peak,1600,-6,1.6,8687.99,-0.0453
mid_peak,1600,-6,1.6,8994.78,-0.0421
mid_peak,1600,-6,1.6,9312.41,-0.0391
mid_peak,1600,-6,1.6,9641.25,-0.0363
mid_peak,1600,-6,1.6,9981.71,-0.0338
mid_peak,1600,-6,1.6,10334.18,-0.0314
mid_peak,1600,-6,1.6,10699.11,-0.0292
mid_peak,1600,-6,1.6,11076.92,-0.0272
mid_peak,1600,-6,1.6,11468.07,-0.0253
mid_peak,1600,-6,1.6,11873.03,-0.0236
mid_peak,1600,-6,1.6,12292.30,-0.0219
mid_peak,1600,-6,1.6,12726.37,-0.0204
mid_peak,1600,-6,1.6,13175.76,-0.0190
mid_peak,1600,-6,1.6,13641.03,-0.0177
mid_peak,1600,-6,1.6,14122.73,-0.0165
mid_peak,1600,-6,1.6,14621.43,-0.0154
mid_peak,1600,-6,1.6,15137.75,-0.0143
mid_peak,1600,-6,1.6,15672.30,-0.0133
mid_peak,1600,-6,1.6,16225.72,-0.0124
mid_peak,1600,-6,1.6,16798.69,-0.0116
mid_peak,1600,-6,1.6,17391.89,-0.0108
mid_peak,1600,-6,1.6,18006.04,-0.0101
mid_peak,1600,-6,1.6,18641.88,-0.0094
mid_peak,1600,-6,1.6,19300.16,-0.0087
mid_peak,1600,-6,1.6,19981.70,-0.0081
mid_peak,1600,-6,1.6,20687.30,-0.0076
mid_peak,1600,-6,1.6,21417.81,-0.0071
mid_peak,1600,-6,1.6,22174.13,-0.0066
mid_peak,1600,-6,1.6,22957.15,-0.0061
mid_peak,1600,-6,1.6,23767.82,-0.0057
mid_peak,1600,-6,1.6,24607.11,-0.0053
mid_peak,1600,-6,1.6,25476.05,-0.0050
mid_peak,1600,-6,1.6,26375.67,-0.0046
mid_peak,1600,-6,1.6,27307.05,-0.0043
mid_peak,1600,-6,1.6,28271.33,-0.0040
mid_peak,1600,-6,1.6,29269.65,-0.0038
mid_peak,1600,-6,1.6,30303.23,-0.0035
mid_peak,1600,-6,1.6,31373.31,-0.0033
mid_peak,1600,-6,1.6,32481.17,-0.0031
mid_peak,1600,-6,1.6,33628.16,-0.0028
mid_peak,1600,-6,1.6,34815.65,-0.0027
mid_peak,1600,-6,1.6,36045.07,-0.0025
mid_peak,1600,-6,1.6,37317.90,-0.0023
mid_peak,1600,-6,1.6,38635.68,-0.0022
mid_peak,1600,-6,1.6,40000.00,-0.0020
mid_peak,1600,0,1.6,10.00,-0.6467
mid_peak,1600,0,1.6,10.35,-0.6062
mid_peak,1600,0,1.6,10.72,-0.5681
mid_peak,1600,0,1.6,11.10,-0.5323
mid_peak,1600,0,1.6,11.49,-0.4985
mid_peak,1600,0,1.6,11.89,-0.4668
mid_peak,1600,0,1.6,12.31,-0.4371
mid_peak,1600,0,1.6,12.75,-0.4091
mid_peak,1600,0,1.6,13.20,-0.3828
mid_peak,1600,0,1.6,13.67,-0.3582
mid_peak,1600,0,1.6,14.15,-0.3351
mid_peak,1600,0,1.6,14.65,-0.3134
mid_peak,1600,0,1.6,15.17,-0.2931
mid_peak,1600,0,1.6,15.70,-0.2740
mid_peak,1600,0,1.6,16.26,-0.2562
mid_peak,1600,0,1.6,16.83,-0.2395
mid_peak,1600,0,1.6,17.42,-0.2238
mid_peak,1600,0,1.6,18.04,-0.2092
mid_peak,1600,0,1.6,18.68,-0.1955
mid_peak,1600,0,1.6,19.34,-0.1826
mid_peak,1600,0,1.6,20.02,-0.1706
mid_peak,1600,0,1.6,20.73,-0.1594
mid_peak,1600,0,1.6,21.46,-0.1489
mid_peak,1600,0,1.6,22.21,-0.1391
mid_peak,1600,0,1.6,23.00,-0.1299
mid_peak,1600,0,1.6,23.81,-0.1213
mid_peak,1600,0,1.6,24.65,-0.1133
mid_peak,1600,0,1.6,25.52,-0.1058
mid_peak,1600,0,1.6,26.42,-0.0987
mid_peak,1600,0,1.6,27.36,-0.0922
mid_peak,1600,0,1.6,28.32,-0.0861
mid_peak,1600,0,1.6,29.32,-0.0804
mid_peak,1600,0,1.6,30.36,-0.0750
mid_peak,1600,0,1.6,31.43,-0.0700
mid_peak,1600,0,1.6,32.54,-0.0654
mid_peak,1600,0,1.6,33.69,-0.0610
mid_peak,1600,0,1.6,34.88,-0.0569
mid_peak,1600,0,1.6,36.11,-0.0531
mid_peak,1600,0,1.6,37.39,-0.0496
mid_peak,1600,0,1.6,38.71,-0.0463
mid_peak,1600,0,1.6,40.07,-0.0432
mid_peak,1600,0,1.6,41.49,-0.0403
mid_peak,1600,0,1.6,42.95,-0.0376
mid_peak,1600,0,1.6,44.47,-0.0351
mid_peak,1600,0,1.6,46.04,-0.0328
mid_peak,1600,0,1.6,47.67,-0.0306
mid_peak,1600,0,1.6,49.35,-0.0285
mid_peak,1600,0,1.6,51.09,-0.0266
mid_peak,1600,0,1.6,52.90,-0.0249
mid_peak,1600,0,1.6,54.76,-0.0232
mid_peak,1600,0,1.6,56.70,-0.0216
mid_peak,1600,0,1.6,58.70,-0.0202
mid_peak,1600,0,1.6,60.77,-0.0188
mid_peak,1600,0,1.6,62.92,-0.0176
mid_peak,1600,0,1.6,65.14,-0.0164
mid_peak,1600,0,1.6,67.44,-0.0153
mid_peak,1600,0,1.6,69.82,-0.0143
mid_peak,1600,0,1.6,72.29,-0.0133
mid_peak,1600,0,1.6,74.84,-0.0124
mid_peak,1600,0,1.6,77.48,-0.0116
mid_peak,1600,0,1.6,80.22,-0.0108
mid_peak,1600,0,1.6,83.05,-0.0101
mid_peak,1600,0,1.6,85.99,-0.0094
mid_peak,1600,0,1.6,89.02,-0.0088
mid_peak,1600,0,1.6,92.17,-0.0082
mid_peak,1600,0,1.6,95.42,-0.0077
mid_peak,1600,0,1.6,98.79,-0.0071
mid_peak,1600,0,1.6,102.28,-0.0067
mid_peak,1600,0,1.6,105.89,-0.0062
mid_peak,1600,0,1.6,109.63,-0.0058
mid_peak,1600,0,1.6,113.50,-0.0054
mid_peak,1600,0,1.6,117.51,-0.0050
mid_peak,1600,0,1.6,121.66,-0.0047
mid_peak,1600,0,1.6,125.95,-0.0044
mid_peak,1600,0,1.6,130.40,-0.0041
mid_peak,1600,0,1.6,135.01,-0.0038
mid_peak,1600,0,1.6,139.77,-0.0036
mid_peak,1600,0,1.6,144.71,-0.0033
mid_peak,1600,0,1.6,149.82,-0.0031
mid_peak,1600,0,1.6,155.11,-0.0029
mid_peak,1600,0,1.6,160.59,-0.0027
mid_peak,1600,0,1.6,166.26,-0.0025
mid_peak,1600,0,1.6,172.13,-0.0024
mid_peak,1600,0,1.6,178.21,-0.0022
mid_peak,1600,0,1.6,184.50,-0.0020
mid_peak,1600,0,1.6,191.01,-0.0019
mid_peak,1600,0,1.6,197.76,-0.0018
mid_peak,1600,0,1.6,204.74,-0.0017
mid_peak,1600,0,1.6,211.97,-0.0016
mid_peak,1600,0,1.6,219.46,-0.0014
mid_peak,1600,0,1.6,227.21,-0.0014
mid_peak,1600,0,1.6,235.23,-0.0013
mid_peak,1600,0,1.6,243.54,-0.0012
mid_peak,1600,0,1.6,252.14,-0.0011
mid_peak,1600,0,1.6,261.04,-0.0010
mid_peak,1600,0,1.6,270.26,-0.0010
mid_peak,1600,0,1.6,279.80,-0.0009
mid_peak,1600,0,1.6,289.68,-0.0008
mid_peak,1600,0,1.6,299.91,-0.0008
mid_peak,1600,0,1.6,310.50,-0.0007
mid_peak,1600,0,1.6,321.47,-0.0007
mid_peak,1600,0,1.6,332.82,-0.0006
mid_peak,1600,0,1.6,344.57,-0.0006
mid_peak,1600,0,1.6,356.74,-0.0005
mid_peak,1600,0,1.6,369.34,-0.0005
mid_peak,1600,0,1.6,382.38,-0.0005
mid_peak,1600,0,1.6,395.88,-0.0004
mid_peak,1600,0,1.6,409.86,-0.0004
mid_peak,1600,0,1.6,424.34,-0.0004
mid_peak,1600,0,1.6,439.32,-0.0004
mid_peak,1600,0,1.6,454.83,-0.0003
mid_peak,1600,0,1.6,470.89,-0.0003
mid_peak,1600,0,1.6,487.52,-0.0003
mid_peak,1600,0,1.6,504.74,-0.0003
mid_peak,1600,0,1.6,522.56,-0.0003
mid_peak,1600,0,1.6,541.01,-0.0002
mid_peak,1600,0,1.6,560.12,-0.0002
mid_peak,1600,0,1.6,579.90,-0.0002
mid_peak,1600,0,1.6,600.38,-0.0002
mid_peak,1600,0,1.6,621.58,-0.0002
mid_peak,1600,0,1.6,643.53,-0.0002
mid_peak,1600,0,1.6,666.25,-0.0002
mid_peak,1600,0,1.6,689.78,-0.0001
mid_peak,1600,0,1.6,714.13,-0.0001
mid_peak,1600,0,1.6,739.35,-0.0001
mid_peak,1600,0,1.6,765.46,-0.0001
mid_peak,1600,0,1.6,792.49,-0.0001
mid_peak,1600,0,1.6,820.47,-0.0001
mid_peak,1600,0,1.6,849.45,-0.0001
mid_peak,1600,0,1.6,879.44,-0.0001
mid_peak,1600,0,1.6,910.50,-0.0001
mid_peak,1600,0,1.6,942.65,-0.0001
mid_peak,1600,0,1.6,975.94,-0.0001
mid_peak,1600,0,1.6,1010.40,-0.0001
mid_peak,1600,0,1.6,1046.08,-0.0001
mid_peak,1600,0,1.6,1083.02,-0.0001
mid_peak,1600,0,1.6,1121.26,-0.0001
mid_peak,1600,0,1.6,1160.86,-0.0001
mid_peak,1600,0,1.6,1201.85,-0.0000
mid_peak,1600,0,1.6,1244.29,-0.0000
mid_peak,1600,0,1.6,1288.23,-0.0000
mid_peak,1600,0,1.6,1333.72,-0.0000
mid_peak,1600,0,1.6,1380.82,-0.0000
mid_peak,1600,0,1.6,1429.58,-0.0000
mid_peak,1600,0,1.6,1480.06,-0.0000
mid_peak,1600,0,1.6,1532.32,-0.0000
mid_peak,1600,0,1.6,1586.43,-0.0000
mid_peak,1600,0,1.6,1642.45,-0.0000
mid_peak,1600,0,1.6,1700.45,-0.0000
mid_peak,1600,0,1.6,1760.50,-0.0000
mid_peak,1600,0,1.6,1822.67,-0.0000
mid_peak,1600,0,1.6,1887.03,-0.0000
mid_peak,1600,0,1.6,1953.66,-0.0000
mid_peak,1600,0,1.6,2022.65,-0.0000
mid_peak,1600,0,1.6,2094.08,-0.0000
mid_peak,1600,0,1.6,2168.02,-0.0000
mid_peak,1600,0,1.6,2244.58,-0.0000
mid_peak,1600,0,1.6,2323.84,-0.0000
mid_peak,1600,0,1.6,2405.90,-0.0000
mid_peak,1600,0,1.6,2490.86,-0.0000
mid_peak,1600,0,1.6,2578.82,-0.0000
mid_peak,1600,0,1.6,2669.88,-0.0000
mid_peak,1600,0,1.6,2764.16,-0.0000
mid_peak,1600,0,1.6,2861.77,-0.0000
mid_peak,1600,0,1.6,2962.83,-0.0000
mid_peak,1600,0,1.6,3067.45,-0.0000
mid_peak,1600,0,1.6,3175.77,-0.0000
mid_peak,1600,0,1.6,3287.91,-0.0000
mid_peak,1600,0,1.6,3404.02,-0.0000
mid_peak,1600,0,1.6,3524.22,-0.0000
mid_peak,1600,0,1.6,3648.67,-0.0000
mid_peak,1600,0,1.6,3777.51,-0.0000
mid_peak,1600,0,1.6,3910.91,-0.0000
mid_peak,1600,0,1.6,4049.01,-0.0000
mid_peak,1600,0,1.6,4191.99,-0.0000
mid_peak,1600,0,1.6,4340.02,-0.0000
mid_peak,1600,0,1.6,4493.28,-0.0000
mid_peak,1600,0,1.6,4651.94,-0.0000
mid_peak,1600,0,1.6,4816.21,-0.0000
mid_peak,1600,0,1.6,4986.29,-0.0000
mid_peak,1600,0,1.6,5162.36,-0.0000
mid_peak,1600,0,1.6,5344.66,-0.0000
mid_peak,1600,0,1.6,5533.39,-0.0000
mid_peak,1600,0,1.6,5728.79,-0.0000
mid_peak,1600,0,1.6,5931.08,-0.0000
mid_peak,1600,0,1.6,6140.52,-0.0000
mid_peak,1600,0,1.6,6357.36,-0.0000
mid_peak,1600,0,1.6,6581.85,-0.0000
mid_peak,1600,0,1.6,6814.27,-0.0000
mid_peak,1600,0,1.6,7054.90,-0.0000
mid_peak,1600,0,1.6,7304.03,-0.0000
mid_peak,1600,0,1.6,7561.95,-0.0000
mid_peak,1600,0,1.6,7828.98,-0.0000
mid_peak,1600,0,1.6,8105.44,-0.0000
mid_peak,1600,0,1.6,8391.66,-0.0000
